Row ID,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
7763,WA,,,,no,0,124.3,,21.13,270.7,99,,,,10.78,,6,0.95,,0
7764,,,,no,,0,215.5,,,,70,19.63,,,6.48,13.2,,,,0
7765,MT,63,415,no,yes,,184.2,,,,,26.57,,55,,,,3.29,,0
7766,NE,86,408,no,,0,113.1,,,,,,101.4,,4.56,,3,3.62,1,0
7767,CA,72,,,,,,,,271.2,115,,167.1,83,,,7,1.57,,0
7768,,,415,,,,106.4,71,,,,,,114,,,4,1.43,6,1
7769,,,,no,,,177.2,,30.12,,,10.5,,51,9.59,8.4,6,,1,0
7770,WA,,510,no,,0,,70,,270.7,99,23.01,,83,10.78,,,,,0
7771,MI,79,510,,no,0,220.9,107,,,,16.34,161,,,,,,,0
7772,,,415,,,,195.6,99,33.25,267.8,,,,,7.42,16,2,,,0
7773,MI,50,,,,,192.6,97,32.74,,101,11.49,,,,7.9,2,,,0
7774,,,415,no,,0,144.6,,,,66,,253.2,113,,,,,,0
7775,LA,,,,yes,,,,31.37,,78,15.57,127.4,,5.73,12.3,,3.32,0,0
7776,,,,,no,0,182.1,92,,,91,15.33,,,,7.2,2,,2,0
7777,WV,111,,,,,,118,36.43,,76,,,,8.21,12,2,,,0
7778,,48,,no,no,0,,,,317.5,85,,,,,,,,2,0
7779,CT,45,,,no,0,,107,,,,,,,,,7,,1,0
7780,SC,,415,no,,0,110.4,,18.77,137.3,,11.67,,105,,7.7,6,,2,0
7781,,,,,,,156,88,,276.1,,23.47,,,,,,,1,0
7782,,,415,,,13,,93,47.8,,,,,,,6.4,5,1.73,,0
7783,WV,,,,no,0,,,,242.5,,20.61,,121,,15.3,,,,1
7784,CT,,415,,no,,,,,,,11.4,189.1,84,8.51,,,,,1
7785,,,415,,,,240.1,115,,,,,,,,8,,,,0
7786,,129,,no,yes,,177.3,,30.14,,,18,,,,,,,,0
7787,,,,,,36,,,52.68,,,,183.5,,8.26,,2,3.83,,0
7788,,140,,no,no,0,,84,,,,,,94,,,,,1,0
7789,,,,,,,,,,,,,,,11.72,12.2,5,3.29,,0
7790,,131,408,,,0,136.8,,23.26,179.4,81,,235.2,,,5,,1.35,,0
7791,NY,,415,no,,,,,27.8,203.1,102,,232,,10.44,7.8,,,2,0
7792,TX,,,no,,,81.9,75,13.92,253.8,,,213.1,125,,,1,,,1
7793,,90,,no,no,0,,124,11.7,168.1,,,,,12.68,9.8,,2.65,,0
7794,,177,,no,,0,,,,,79,19.14,,,,,,2.4,3,1
7795,MD,,510,,no,,169.5,,28.82,,,13.4,,,,10.6,7,2.86,,0
7796,CO,,,,yes,23,120.5,,,,,,,,,10.2,,,,0
7797,HI,105,,,no,0,281.3,,,301.5,,25.63,,,,,3,2.35,,1
7798,,93,415,no,,,,,25.86,,,,262.4,111,,12,7,3.24,,0
7799,,194,408,no,no,,,,8.23,281.1,,,218.5,,,,,,1,0
7800,RI,112,,no,,0,194.4,,,,82,16.18,,107,,,,,,0
7801,,,,no,,40,,,,,,,,118,5.68,13.4,4,3.62,0,0
7802,,,415,no,,30,179.2,,,,,,,77,,,5,3.97,1,0
7803,DE,51,,yes,,0,,,,232.9,,,,,9.64,14.1,4,,0,1
7804,CO,132,415,,no,0,,66,33.63,133.9,119,,177.3,,,10.9,,,4,1
7805,AZ,,,no,,,,,,,128,20.02,268.1,70,12.06,11,6,,,0
7806,,,415,,no,,,65,,208.9,,17.76,232.4,,,,,,,0
7807,,,,,no,,219,98,,176.1,,,166.3,,,6.8,,,,0
7808,,128,415,no,no,,103.3,,,245.9,,,161.1,,7.25,,,,,0
7809,WY,164,,,no,0,,111,,,,13.87,,,,,,,,0
7810,,,,,,,,,22.19,131.2,,11.15,264.7,63,,,6,,,0
7811,,,408,no,,36,,,,166.2,,14.13,,,8.31,,6,,,0
7812,,,415,no,yes,,,,,,,15.56,121,102,,,3,,0,0
7813,,106,,no,,,,,,235.6,85,,150.9,113,,,,,,0
7814,,77,510,,,,144.9,136,24.63,,115,,,73,11.36,12.3,,3.32,2,0
7815,NV,160,,,,,176.2,,29.95,,,16.66,,,,9.2,,,,0
7816,NM,62,,no,,,245.3,91,41.7,,130,10.45,228.4,,,,4,2.3,,0
7817,CT,74,408,no,no,0,,,26.71,,,18.11,,,12.62,7.6,,,,0
7818,,,415,,,0,226.9,106,,,77,,,,,,,,0,1
7819,,86,510,no,no,,,,29.97,259.2,,,,,12.93,,3,1.67,,0
7820,,131,,no,,0,,79,,,114,17.09,,,,11.6,,,1,0
7821,,,,no,,,201.7,85,,,,,,,12.88,6,4,1.62,,0
7822,,32,,,,26,243.5,137,,,,20.13,,,,,9,2.43,,0
7823,,61,,,,,,103,13.29,,,16.65,,100,,10.1,6,,2,0
7824,,162,408,,,0,,,,,122,9.75,,,6.91,,6,1.76,,0
7825,,68,,,no,0,,,,,102,,,107,,,,,,0
7826,CO,,,,,0,,86,,,102,16.56,,,,,2,,,0
7827,,116,,,,,,69,27.32,,106,12.48,,,,8.2,5,,0,0
7828,,,,no,,,228.7,90,,,99,13.86,154.1,,6.93,,,,,0
7829,,,408,no,yes,23,134.2,85,,227.3,,19.32,122.4,,5.51,,2,,,0
7830,,33,408,no,no,0,251.9,,42.82,194.6,,16.54,,,9.5,8.4,,2.27,,0
7831,AZ,,,,yes,,143.2,99,,,,14.44,,,,,,,,0
7832,,90,415,,,0,,,24.74,217.7,114,,,123,6.61,,,2.94,3,0
7833,,,408,no,no,,,,,,,13.19,228.6,,10.29,15,,4.05,1,0
7834,,99,,no,,,,,,159.3,92,,,94,11.9,,,1.62,1,0
7835,,,,no,,0,193.6,58,,,,,,,,,,,2,0
7836,NH,,415,,,32,322.4,92,54.81,,107,24.07,,111,,6.7,3,,,1
7837,TX,,,,no,0,,81,,184.4,,,255.8,83,,,,,,1
7838,,,408,no,yes,,,,26.16,140.7,,,217.7,,,12.8,,,,0
7839,,178,,,,,,134,,141.2,,,268.2,,,,,3.08,,1
7840,WA,121,510,,no,0,,93,43.37,266.9,,,,,,8.8,3,2.38,,1
7841,AZ,134,415,,,40,142.9,,24.29,88.6,,7.53,,96,,,,2.92,,0
7842,WI,,,no,no,0,,97,,153.8,,,113.5,,,,3,,,0
7843,,144,,no,yes,51,,,,,109,16.32,,85,8.83,,,,,0
7844,,,,,,,,,,,81,21.07,,108,6.98,11.9,4,,0,0
7845,,51,,no,no,,,,30.69,,102,,,,,,,,,0
7846,,,510,,,0,,,,,77,,,109,,,6,,,1
7847,,105,,,yes,,220.7,82,,217.7,110,18.5,,,8.57,,,3.56,,1
7848,,,,,,,,98,,,,,,,,,3,,,0
7849,,,,,,,,105,,,133,19.17,186.3,,,6.1,,,,1
7850,,,,,,0,,61,26.74,,,,196,107,8.82,,1,2.86,,0
7851,PA,52,,,,,215.9,,36.7,,,18.45,,130,15.43,5.2,,,1,0
7852,,,510,no,no,,125.5,,21.34,,78,,,119,,,,1.59,,1
7853,AZ,,,,,,,,30.67,,124,,,124,7.51,,2,2.27,,0
7854,,66,408,,no,,87.6,,,262,,,184.6,,,,,,,0
7855,,,,,,,149.7,119,,,,,,126,,9.7,,2.62,,0
7856,,43,,,,,,,,,,20.72,214.7,102,,,,3,,0
7857,TX,,,no,,,,103,10.12,257.2,,21.86,,86,,,,,,0
7858,,,,no,no,0,,67,26.61,,,17.37,,72,6.39,,,,2,0
7859,,,,,,42,,66,,,85,,214.4,97,9.65,,,,,0
7860,,,,,,,,,,157.5,87,,,,6.97,,,2.46,4,1
7861,,,,,yes,,,40,,189.1,,16.07,162.2,,7.3,,,,1,0
7862,,89,,,,0,197.1,110,,,115,14.1,,,10.23,,3,3.46,,0
7863,UT,,510,no,,,154.5,,26.27,216.2,,18.38,229.8,82,,,,3.7,,0
7864,OH,,,,,,,125,,,,,,,8.46,,4,,,0
7865,WV,143,,,,,,,,165.8,,,143.9,,6.48,,,,,0
7866,WI,,408,,no,,,89,,253.4,,21.54,,,12.29,,6,,,0
7867,,,408,,,,,85,,,,,,91,8.02,13.3,5,,,0
7868,IL,,,no,,0,,,,130.7,112,,,,8.39,8.5,4,,,0
7869,,123,,,,0,159.5,77,,303.8,92,25.82,,,10.21,,4,,,0
7870,MT,125,510,,no,0,143.2,,,,,7.49,,,,,7,,,1
7871,,,415,,no,,,112,29.31,131.7,89,,,78,,,9,,,0
7872,,36,,,no,,140.4,117,,204.5,,,251.3,79,,8.7,4,,,0
7873,,,,no,yes,,,108,18.63,249.3,119,21.19,,,,,,,4,1
7874,ME,,,,no,,,,37.72,278.2,122,23.65,,,,,,,,1
7875,CT,,415,,no,0,,82,22.41,,,,,,13.75,11.3,2,,1,0
7876,KS,,,yes,,,,,10.68,170.4,,,,78,,9.4,,2.54,3,0
7877,IL,,,no,no,,,117,,200.8,98,,,,,,7,2.65,,0
7878,,91,,no,no,0,,,21.05,319,,27.12,237.6,,,7.3,,,,0
7879,,,415,,,,,,,,78,,,,5.01,,,2.32,2,0
7880,KS,124,510,,,37,161.2,,,,,,,87,,8.9,4,2.4,,0
7881,,99,408,no,,0,,,,,,17.61,136,,6.12,,5,1.51,,0
7882,,,,no,no,0,143.1,,,,88,20.37,,,,,5,1.92,,0
7883,LA,,,no,,,,,,,78,,,,9.39,6.6,2,1.78,,0
7884,MT,,415,no,,,,,,312.6,,26.57,264,55,,12.2,,,,0
7885,OK,,510,,,0,,79,,,83,16.57,,,8.9,8.8,,2.38,,0
7886,,,415,,,,132,,,,114,,180,74,,,,3.65,,0
7887,CO,,,,,,,104,,,96,,,,,,4,,,0
7888,,95,,no,no,,,,45.73,,,19.86,,,8.07,,,,2,1
7889,,,510,,no,,165.4,108,,,103,15.61,80.2,108,,8.9,4,,,0
7890,KY,155,,,,0,,102,31.38,,,,,122,10.19,,1,,1,0
7891,,,,,,,,,34.68,,,19.13,,85,10.81,9.6,,2.59,1,0
7892,NJ,,,,,32,163.8,,,177.8,123,,190.4,,,,,,,0
7893,MO,,,,no,0,206.2,100,,,,17.95,,,,,,,1,0
7894,,157,415,,no,0,,,,194,,,,88,,8.4,5,2.27,,0
7895,NJ,,,no,,,,,,,102,,,,8.21,,6,,2,1
7896,,163,,no,,,,,,,87,,,,,12.8,,,1,0
7897,,,510,,,,103.2,100,17.54,124.8,,,336.1,111,,,4,,2,1
7898,,110,,yes,no,0,293.3,79,,,,,266.9,91,12.01,,,,,1
7899,ME,,,no,,0,,113,54.79,,,18.87,,123,,6.7,,,,1
7900,TX,,510,,yes,,156.6,,,,97,,260.9,135,,,,3.05,,0
7901,LA,,,,,0,212,,36.04,,,2.65,,78,,12.6,10,,3,0
7902,,61,415,,no,,217.5,116,36.98,,,,210.4,,,8.7,,2.35,1,0
7903,,,415,,yes,,,61,40.26,,,22.39,181.1,,,,8,,,0
7904,,,415,no,no,,,74,,,58,,,,,,,2.92,1,0
7905,,177,,yes,no,0,,,42.28,172.3,,,,,,,2,,,1
7906,NY,89,,,,0,89.5,,,,104,15.24,225.1,,,12.3,1,,,0
7907,RI,,415,no,no,0,90.6,130,15.4,170.6,100,,,74,6.18,,9,1.46,,0
7908,OH,,415,no,,,,,,,,24.85,,,6.4,,4,,,0
7909,,113,,,,,239.7,,,282.9,,24.05,238.4,88,10.73,,,2.35,,1
7910,,,408,,,,,77,24.24,,,17.7,,,,,,,,0
7911,OK,,,,,,166,,,,100,,,,,,,,0,0
7912,DE,,,,yes,,,,,,,12.07,,77,,,,3.19,,0
7913,RI,,415,,yes,29,209.9,,,,,,141.9,113,,6.6,,,0,0
7914,CT,,415,no,,0,,,19.64,,143,21.44,,,,7.5,,,,0
7915,,1,415,,,,,,,,82,25.2,,91,,,2,1.89,,0
7916,WV,,,,no,,225,81,38.25,,63,,194.3,110,,,2,1.92,,0
7917,VT,182,415,,,,,87,,,,,185.3,,8.34,,,,2,0
7918,,126,,,no,,193.1,114,32.83,,61,,186.2,,8.38,,,,,0
7919,,135,408,,,,173.1,,29.43,,,,,,,,15,3.94,,1
7920,,,510,,no,,228.1,,38.78,,106,11.59,197.3,107,,,2,,1,0
7921,WA,,408,,,,,97,25.94,,85,17.76,119.1,,,,10,1.35,,0
7922,,,,no,,0,,86,,184.2,151,,179.1,,8.06,10.9,,,,0
7923,,,408,no,yes,29,83.6,,,,,,229.5,73,10.33,8.1,,,1,0
7924,PA,174,,no,yes,,221.8,143,,,,17.9,,109,,,9,3.35,,0
7925,,115,,yes,,,,,,252.5,,,118.3,112,,,,2.67,,1
7926,,99,408,no,no,,159.7,83,27.15,,,,,,,8.4,3,,,0
7927,,,510,,no,0,,91,,273.5,74,23.25,,99,,,3,,,0
7928,ND,68,,,,,219.6,97,37.33,141.1,,11.99,205.7,101,,10.8,,,,0
7929,NY,,415,,,0,332.9,,,,97,,160.6,,,,,1.46,4,1
7930,,,,,,0,,111,,,109,,,,,,7,1.54,1,0
7931,SD,27,,no,,,236.7,,,231.9,,,164.7,85,7.41,12.7,,,1,0
7932,,,415,no,no,0,,,,,,19.58,,,11.55,6.5,4,1.76,,0
7933,,,,,yes,35,,,,,,,,,,10.5,3,,,0
7934,NC,64,,,yes,,,93,21.62,,,13.85,247.4,,11.13,,13,,0,0
7935,WY,124,,,,,,,30.31,,,19.98,239.7,119,,10.9,,,3,0
7936,OR,,,,,,,86,,,,,,85,11.45,,,,1,0
7937,,,,,,,287.3,,48.84,,,24.48,,,11.97,10.5,,,,1
7938,FL,115,,,,,,124,24.16,,,,,,7.42,9.6,4,,,0
7939,,122,,no,,,136.7,115,,243.1,,20.66,,110,,,4,2.32,0,0
7940,,,,no,,,167.9,,28.54,,105,,193,,8.69,,,,,1
7941,,,408,,no,,,,,187.2,,15.91,190,,8.55,,4,3.19,4,0
7942,,87,,,,,171.2,,,185.8,102,15.79,227.6,,10.24,,,2.92,,0
7943,,,,,,,,,,202.9,,,259,,,8.9,,,,0
7944,,,,,,,187.2,,,195.6,88,,,129,,,4,,,0
7945,,66,408,,,,,,,,112,23.33,,,9.49,8.1,4,,0,0
7946,DC,,,,yes,11,252.9,,42.99,,,24.17,262.8,,,12.3,,3.32,1,0
7947,,105,,,,0,212,,36.04,,,19.26,,,,,7,,3,0
7948,ME,,,,no,,,74,,,,14.35,,,11.83,6.9,2,,,1
7949,,,,,no,,300.4,,51.07,,,,197.4,,8.88,7.2,5,,,0
7950,,106,,no,yes,,88.5,100,15.05,,,27.61,,,,,,2.21,3,0
7951,,,,,,,,,,137.4,,11.68,172.6,,,9.2,8,,1,0
7952,,,,no,no,,207.8,109,,123.5,,10.5,,,,,9,1.54,0,0
7953,NC,,408,no,,,,,15.88,,,,,,8.5,10.9,,,,0
7954,,,,,,,,,26.72,,,,,,,9.9,,,1,0
7955,,,510,no,no,0,,,44.44,,102,,271.8,,,8,6,,1,1
7956,,78,,,,,236.8,,,,,22.55,152.4,,,,2,,,1
7957,WI,120,,,yes,29,,,,322.3,89,,,,,10.6,,2.86,,0
7958,WV,87,,,,0,,125,9.86,67.5,116,,,,,11.5,,3.11,,0
7959,ID,,,,,,154.6,100,,,109,,160,112,,,1,3.4,,0
7960,MA,,415,,,,161.7,,,207.6,,17.65,,,9.26,9.2,4,,0,0
7961,,146,,no,,32,,80,,,91,,,107,,8.2,,,,0
7962,,,415,,no,0,206.3,98,,292.8,,24.89,,121,1.97,,,2.86,,0
7963,,,415,,no,0,130.7,,,260.6,122,,,,10.99,,,,2,1
7964,WV,,510,,no,,,,30.06,187.5,97,,,,,6.5,,1.76,,0
7965,CO,86,,,,,,93,37.03,,,18.25,228.7,70,,11.3,,,,0
7966,,131,408,no,,,,95,,,,,258.6,108,,6.6,7,,,0
7967,,,,no,,0,62.9,,,231,,19.64,,,7.6,,,,,0
7968,,,,,,27,,109,23.99,,94,,,122,,,2,,,0
7969,KS,,,no,no,0,,,,127.8,100,10.86,,,,9.3,10,,,1
7970,AL,,,no,,,,,37.21,,,25.49,158.6,,,11.3,,,2,0
7971,VT,72,415,,,,,117,23.78,,96,,,93,,12.7,,,,0
7972,,,,,,,125.7,96,21.37,,,,183.1,,,,2,3.48,1,0
7973,,63,,no,,0,211.2,,,237.7,,20.2,,,,12.3,,,,0
7974,,115,,no,no,,,,,,,,,90,13.49,,,2.59,,0
7975,,,510,,,,198.9,,,,86,17.9,252.1,99,,,,3.89,,1
7976,WA,104,415,,,,,78,,,119,,,,,11.3,5,3.05,2,0
7977,,,415,,no,0,81.6,94,13.87,,,,,75,6.34,,,2.32,1,0
7978,ME,,510,no,no,,265.7,130,45.17,,116,,,103,,8.7,1,2.35,,0
7979,,118,415,,yes,,294.9,,50.13,,115,,,63,,,5,2.65,3,0
7980,,32,,no,,,,,39.25,187.4,,,154,53,6.93,6.3,2,,0,0
7981,,117,,,yes,,,112,,263.3,,22.38,,85,,11.9,,3.21,,0
7982,FL,,415,,,,,,26.54,,63,,,115,,,9,,,0
7983,,,,,,0,,89,,,104,17.96,261.4,,,,,,,0
7984,WA,,,no,yes,,37.7,,6.41,,,12.25,,101,,,,,,0
7985,WA,,,yes,,,205.9,,35,277.4,117,23.58,,139,,,,2.97,,1
7986,,,415,,no,,,,,,,,,91,,,3,2.13,,0
7987,GA,125,,,yes,39,,,,,,,175.4,,,,,,,0
7988,MO,,,,,,,,,224.6,,19.09,,102,13.78,10.8,,,,0
7989,,130,,no,,0,,,,,,14.26,,,6.38,,,,1,0
7990,KS,,,,,,,,,193.8,,,257.6,,,,,,,1
7991,,116,415,,,,200.4,,,272.8,,23.19,,100,,8.3,,,1,0
7992,,,415,,,0,190,,,258.2,,,181.5,,8.17,,6,1.7,0,0
7993,DC,126,415,no,no,0,,,,,,18.75,249.2,78,,5.1,2,,,0
7994,,,415,,no,,,,,,,,,,,,,,2,0
7995,IL,151,,,,0,,88,,143.1,112,,223.9,61,10.08,15.4,,,,0
7996,,49,415,,,,213.8,,,265.1,93,22.53,,,,15.6,7,4.21,0,0
7997,,,415,,,,308.6,,,,,12.82,,66,,7.3,,,,1
7998,,,,,,,137.6,106,,,94,,273.7,,12.32,,6,2.59,,0
7999,LA,,415,,yes,27,166.9,,28.37,221.2,92,18.8,197.3,97,8.88,,,3.32,,1
8000,,21,415,,,0,254.3,,,215.5,,18.32,,,,,,3.13,,1
8001,,80,,,,,,,17.99,43.9,88,,189.6,87,8.53,,,,,0
8002,AK,,,,yes,,,71,,,,17.12,,124,7.15,4.1,5,1.11,,0
8003,,117,415,,,,221.3,82,37.62,,,,,87,11.82,,,,,0
8004,ID,,,,,0,,,34.43,,134,12.11,,102,,,,2.73,3,0
8005,NE,,,,no,0,,,44.52,,99,,,74,6.53,,4,3.73,,0
8006,,81,510,,,0,,,,,69,24.62,,,,8.7,3,,3,0
8007,,,415,no,yes,,,,,,100,22.98,160.5,,7.22,7.7,4,2.08,2,0
8008,MI,,,,,,,,,,102,12.6,,136,12.33,,6,,1,0
8009,,,408,no,,,282.3,70,,152,89,,225.5,,,,,3.24,,0
8010,DE,133,,,no,,,,41.79,,90,,111.7,,,11.2,7,,,0
8011,,,510,no,,,,,,,58,12.72,,,12.75,10.2,5,2.75,,0
8012,,,510,no,,,,86,29.84,205.1,,17.43,,,,,,4.81,4,0
8013,DE,,,,,0,94.4,,,,,18.28,,108,,13.1,,3.54,,0
8014,CO,,415,,,,277.5,,47.18,,,,,101,,,2,2.21,,0
8015,IA,,,no,,32,,,36.86,102.2,,8.69,174,,7.83,8.6,2,,0,0
8016,,16,415,,no,,110,,,,,,190.5,,,6.4,7,,,0
8017,,,415,,no,,,83,,,,,,60,,12.7,,,1,0
8018,MT,58,,no,yes,,,,40.87,,,10.11,,108,,,,,,0
8019,PA,69,,no,no,,,,,263.7,,,,60,6.42,,,,,0
8020,,,415,no,,,169.9,144,28.88,,,19.14,169.7,,7.64,,,,,0
8021,,154,510,,no,,,122,,214.2,71,,,,,12,,,,1
8022,,108,415,no,,,210.6,,,,,,201.4,68,9.06,,,2.54,,0
8023,,,,,,0,259.7,,,,116,,224.7,92,10.11,,2,2.75,,0
8024,,132,,,,0,81.1,86,13.79,,,20.84,237,,10.67,,2,2.78,,0
8025,,157,510,,yes,,,,,,108,,,,,7.1,5,,,0
8026,,,510,no,yes,,,,39.12,287.6,,24.45,177.1,,7.97,6.9,3,1.86,,0
8027,,,415,no,,,,,,,,11.71,,,9.61,15.9,5,4.29,,0
8028,OH,146,408,,,,202.5,,34.43,241.4,,20.52,,,7.63,7.8,,2.11,,0
8029,RI,,415,,,,,,31.91,,,13.89,196,94,8.82,,5,,,0
8030,,,408,,no,,,,,248.7,,21.14,,83,,9.5,,2.57,,0
8031,SD,,415,yes,yes,,,80,,249.7,90,21.22,185.9,99,8.37,12.7,4,,1,0
8032,,,510,no,,,,,20.89,,,,,,,9.6,,2.59,2,0
8033,,89,,,,,,,,,115,,,,,,,4.29,,0
8034,,97,,,yes,24,133.2,135,22.64,,58,,70.6,,,11,,,,0
8035,NJ,,,no,,,,105,8.23,,86,,154.1,80,6.93,,,3.11,2,0
8036,,115,,no,yes,14,192.3,,32.69,,,,229.4,,,,,2.84,2,0
8037,,113,408,,no,0,125.2,93,,206.4,,,129.3,139,,8.3,8,,0,0
8038,,,408,,,24,147.5,90,25.08,,,14.93,,,,,3,,,0
8039,,,408,no,no,,,92,,,103,14.71,,125,,,,2.03,,0
8040,,,408,,,0,,72,,,107,,,123,,,,,,0
8041,,123,,,yes,23,,88,,265,,22.53,239.7,108,,,3,,,0
8042,,46,,,,0,250.3,,42.55,,,,195,104,,,,,,1
8043,MT,94,,,,0,,118,23.38,203.2,88,17.27,,,6.75,,2,3.62,0,0
8044,,66,,,no,0,,,19.36,,,,,,9.75,,3,,2,0
8045,,84,415,,no,,,96,,190.3,,,188,82,8.46,,,,,0
8046,,71,415,,no,,207,112,,173.8,,14.77,,61,8.03,,3,,,0
8047,KY,,,,,,,,,228.7,,19.44,313.4,,,,2,5.32,,0
8048,SC,,408,,,0,,,21.05,,,20.08,73.2,81,,,2,,,0
8049,,122,415,,,,,101,39.8,,,,237.4,,,13.1,,,2,0
8050,,128,415,,no,,,94,,,,,,88,,7.9,,,0,0
8051,GA,,,,no,,,97,33.49,203.7,107,17.31,,,,,,2.35,3,0
8052,SD,,,,yes,,171.2,,29.1,,74,,,,8.84,10.2,,,1,0
8053,OH,,415,no,,25,,,32.52,250.7,,,249.4,,,17.6,5,4.75,,0
8054,MA,72,,no,no,,141.9,98,,,63,,115.2,,,,,3.24,,0
8055,RI,36,,no,,,235.1,,,,,16.73,259.7,110,,,7,,,0
8056,,,415,no,no,0,,106,,188.7,,16.04,212.5,116,,,4,2.24,4,1
8057,WY,,415,,no,0,,,,,96,,,,,13,,,,0
8058,NE,154,415,,no,,,,,,,,,,,,,2.75,3,0
8059,VT,,,no,,0,,112,,276.6,,23.51,,101,,,,,3,0
8060,,,,no,,21,,,,106.2,,,157.4,,,5.3,,1.43,2,0
8061,ND,,,no,,,104.9,,17.83,,120,,258.2,,11.62,,5,,,0
8062,,,,,,,,,,,,,224.4,,,8.5,6,,,0
8063,FL,,,,no,,,,39.92,106.8,,,178.5,122,,9.9,,2.67,,0
8064,AR,,415,,,25,,,36.57,197.4,69,,,,7.29,,,,1,0
8065,,54,,,,0,,113,46.55,,156,,,117,,,,,,0
8066,NH,74,,no,no,,298.1,112,,,100,,214.7,,,,,2.62,2,1
8067,IN,48,510,,no,0,,,51.07,133.2,,,,,8.88,,,,,0
8068,HI,,,,yes,,143.5,,,223.5,,19,,,7.89,11.2,5,3.02,0,0
8069,KS,,415,,no,0,,,,,,,182.4,92,,,,3.19,,0
8070,MD,,415,yes,,31,,,,,,,,121,,9.7,4,,,0
8071,WI,,,no,no,0,,,41.91,,,18.39,179.6,,,12.7,,,2,0
8072,,,,yes,no,,312.4,,53.11,,73,,120.1,,,10.6,2,,,1
8073,HI,134,,,,,242.4,,41.21,,,,,115,14.32,11.8,,,,0
8074,,,,no,,0,166.5,102,,,,,,,11.82,13.3,,,,0
8075,,81,,no,,0,175.5,67,29.84,,,,,98,,10.2,,,,0
8076,,,415,no,,0,279.1,124,,180.5,108,15.34,,104,,,,2.57,2,1
8077,,123,408,,,0,257.9,,43.84,211.6,,,,104,,9.4,2,,,0
8078,,,,no,yes,36,242.9,,41.29,170.9,,,177.3,,7.98,,12,1.3,,0
8079,VT,,415,no,,,,113,21.54,,131,13.22,,112,,,,,,0
8080,IL,,415,,,28,,101,,,,21.29,,125,,,2,,1,0
8081,WA,,,no,no,,157.4,,26.76,145,,,,,,,,2.51,,0
8082,,,,,,,205.2,,,,137,,,115,7.92,,,,0,0
8083,TX,,,no,no,,93.2,109,15.84,197.6,,,,,,,,2.84,,0
8084,,,408,yes,,0,,,,,105,,,,,,4,2.94,,0
8085,,119,510,yes,,,,119,29.26,223.6,,19.01,,,,,20,,1,1
8086,,,,,,,,,,135.2,,,199.7,,8.99,15.7,,4.24,3,0
8087,,,,no,,16,144.8,105,,206.2,,,,,11.49,,2,3.13,,0
8088,WI,120,,,yes,,239.4,,40.7,259.4,88,,,132,,7.7,,,,0
8089,,130,415,,no,0,,113,,,111,24.68,114.9,140,,,,1.94,1,0
8090,,74,,,,,157.1,95,,213.1,,18.11,280.4,,12.62,,3,,,0
8091,NY,,,,no,0,,,30.16,226.2,104,,,,11.43,10.9,,,,0
8092,,,,,no,,,,22.73,,,,,89,,5.9,2,,0,0
8093,NY,,,no,,,264,108,44.88,132.2,,,,,8,10.6,8,,,0
8094,NJ,,,,no,,,,27.64,152.3,,,57.5,122,2.59,14.2,3,,,0
8095,,107,,,no,,,101,,286,111,,249.4,,,12.1,,3.27,,1
8096,,,,no,,43,177.8,100,30.23,,,,194.2,,,,,,,0
8097,,95,408,,,,,,21.86,216.2,,,255.3,,,6.3,,,,1
8098,,,,,,,,,,,,,,,,,4,2.59,0,0
8099,NH,,,no,,,,99,,210.7,80,17.91,,,,2.1,,0.57,0,0
8100,,121,510,,no,,,93,,,,,197.7,118,,,,,,1
8101,,,415,,,,206.3,,35.07,,,,227.8,102,10.25,,,,,0
8102,,121,415,,yes,21,,84,21.47,,,17.82,,,8.66,,,2.86,,0
8103,,,,,no,,,127,,,,16.12,,107,,,2,3.86,1,0
8104,NH,,,,no,,54.2,,,,84,,,84,7.73,,2,,,1
8105,,117,,no,,,158.7,,,181.7,91,15.44,177.3,,7.98,7.7,,2.08,2,0
8106,DE,,,,,,,,,,,21.16,,,8.31,,6,,,0
8107,,,510,no,,,,107,,,,27.12,237.6,,10.69,7.3,4,,,0
8108,,,415,no,,0,,,,167.3,,,223.7,142,10.07,15.2,,,0,0
8109,HI,104,,no,,0,170.6,,29,162.1,111,13.78,210.7,,9.48,,1,1.65,1,0
8110,,,415,,yes,,249.5,101,,259.7,,,,,,,4,2.65,1,0
8111,,63,,no,,,142.5,92,,,,,228.9,,,,,,,0
8112,,,415,yes,,,,127,,156,,,204.1,99,,9.9,6,2.67,4,0
8113,KY,,415,,no,,,124,,,,,291.1,123,,,,,3,0
8114,OR,,,no,yes,31,135.9,,,,,,179.1,89,8.06,9.5,,,6,0
8115,,,,,yes,,,97,,,,16.08,164.3,76,,12.8,,3.46,3,0
8116,,,408,,no,0,167.8,91,,167.7,69,14.25,110.3,71,4.96,,12,2.27,1,0
8117,DE,,415,,,,,111,,227,,19.3,,,,13.2,,,2,0
8118,,110,415,,,,,103,,263.3,,,,106,8.01,8.3,,,1,1
8119,MI,108,,yes,,,,114,,,,,136.1,,6.12,,,3.73,,1
8120,,107,,no,no,,230.4,,,257.4,80,,,,4.83,,,2.3,,0
